Voltage		Current
7.934E-5	1.760E-6
1.317E-3	7.095E-7
2.827E-2	2.666E-6
2.885E-2	1.485E-6
4.364E-2	2.057E-6
5.233E-2	1.990E-6
6.613E-2	2.287E-6
6.833E-2	2.720E-6
7.595E-2	2.833E-6
8.886E-2	3.559E-6
1.069E-1	4.077E-6
1.104E-1	3.505E-6
1.190E-1	4.460E-6
1.380E-1	5.506E-6
1.470E-1	5.574E-6
1.557E-1	5.898E-6
1.620E-1	6.264E-6
2.062E-1	8.229E-6
2.095E-1	8.247E-6
2.370E-1	9.884E-6
2.482E-1	1.059E-5
2.575E-1	1.132E-5
2.732E-1	1.271E-5
2.930E-1	1.428E-5
2.996E-1	1.521E-5
3.249E-1	1.787E-5
3.302E-1	1.909E-5
3.421E-1	1.963E-5
3.682E-1	2.359E-5
3.908E-1	2.738E-5
3.934E-1	2.750E-5
4.046E-1	2.953E-5
4.197E-1	3.215E-5
4.371E-1	3.582E-5
4.373E-1	3.568E-5
4.479E-1	3.867E-5
4.623E-1	4.270E-5
4.697E-1	4.617E-5
4.811E-1	4.778E-5
4.995E-1	5.335E-5
5.182E-1	5.986E-5
5.204E-1	6.252E-5
5.281E-1	6.542E-5
5.435E-1	7.278E-5
5.587E-1	8.254E-5
5.693E-1	8.668E-5
5.906E-1	1.017E-4
5.928E-1	1.019E-4
6.189E-1	1.234E-4
6.213E-1	1.253E-4
6.430E-1	1.477E-4
6.477E-1	1.521E-4
6.706E-1	1.853E-4
6.760E-1	1.866E-4
6.856E-1	2.035E-4
7.020E-1	2.215E-4
7.197E-1	2.495E-4
7.278E-1	2.604E-4
7.453E-1	2.867E-4
7.488E-1	2.946E-4
7.697E-1	3.307E-4
7.697E-1	3.282E-4
7.891E-1	3.634E-4
7.892E-1	3.646E-4
8.075E-1	3.998E-4
8.126E-1	4.089E-4
8.243E-1	4.336E-4
8.338E-1	4.528E-4
8.458E-1	4.759E-4
8.610E-1	5.108E-4
8.659E-1	5.213E-4
8.824E-1	5.562E-4
8.876E-1	5.685E-4
9.064E-1	6.158E-4
9.111E-1	6.247E-4
9.241E-1	6.561E-4
9.261E-1	6.596E-4
9.433E-1	7.048E-4
9.435E-1	7.031E-4
9.577E-1	7.412E-4
9.627E-1	7.578E-4
9.780E-1	7.935E-4
9.927E-1	8.299E-4
1.004E+0	8.640E-4
