Voltage		Current
8.095E-5	7.765E-7
4.280E-2	2.222E-4
6.814E-2	6.574E-4
7.812E-2	1.022E-3
8.517E-2	1.316E-3
9.407E-2	1.760E-3
9.935E-2	2.083E-3
1.041E-1	2.404E-3
1.088E-1	2.748E-3
1.137E-1	3.182E-3
1.170E-1	3.501E-3
1.197E-1	3.763E-3
1.221E-1	3.968E-3
1.249E-1	4.296E-3
1.271E-1	4.570E-3
1.293E-1	4.829E-3
1.311E-1	5.032E-3
1.325E-1	5.205E-3
1.348E-1	5.534E-3
1.364E-1	5.700E-3
1.384E-1	5.996E-3
1.398E-1	6.231E-3
1.412E-1	6.419E-3
1.424E-1	6.623E-3
1.438E-1	6.787E-3
1.449E-1	7.026E-3
1.464E-1	7.246E-3
1.474E-1	7.425E-3
1.491E-1	7.707E-3
1.511E-1	8.020E-3
1.530E-1	8.325E-3
1.550E-1	8.774E-3
1.551E-1	8.781E-3
1.551E-1	8.394E-3
1.553E-1	8.856E-3
1.554E-1	8.836E-3
1.556E-1	8.863E-3
1.556E-1	8.886E-3
1.558E-1	8.903E-3
1.559E-1	8.995E-3
1.565E-1	9.026E-3
1.567E-1	9.078E-3
1.571E-1	9.161E-3
1.576E-1	9.218E-3
1.576E-1	9.327E-3
1.579E-1	9.316E-3
1.583E-1	9.374E-3
1.589E-1	9.512E-3
1.597E-1	9.620E-3
1.597E-1	9.685E-3
1.600E-1	9.728E-3
1.603E-1	9.795E-3
1.609E-1	9.923E-3
1.611E-1	9.935E-3
1.617E-1	1.005E-2
1.620E-1	1.022E-2
1.624E-1	1.019E-2
1.632E-1	1.040E-2
1.637E-1	1.044E-2
1.637E-1	1.054E-2
1.645E-1	1.068E-2
1.650E-1	1.076E-2
1.658E-1	1.099E-2
1.659E-1	1.094E-2
1.669E-1	1.111E-2
1.676E-1	1.134E-2
1.685E-1	1.153E-2
1.694E-1	1.171E-2
1.699E-1	1.187E-2
1.700E-1	1.182E-2
1.712E-1	1.210E-2
1.716E-1	1.233E-2
1.717E-1	1.227E-2
1.735E-1	1.261E-2
1.735E-1	1.276E-2
1.735E-1	1.281E-2
1.739E-1	1.281E-2
1.754E-1	1.325E-2
1.757E-1	1.317E-2
1.768E-1	1.353E-2
1.778E-1	1.385E-2
1.782E-1	1.384E-2
